timestamp,aX,aY,aZ,gX,gY,gZ
0,0.7064,-1.1362,3.8704,-14.6484,-88.8061,-8.1787
10,0.533,-0.5294,2.9012,59.9976,44.1284,24.5972
20,0.3403,-0.1691,2.1335,122.0703,187.7441,29.7241
30,0.3337,0.0229,1.1815,100.2808,199.5239,9.8877
40,0.4459,-0.1835,1.3081,25.8789,176.1474,-25.5127
50,0.527,-0.4362,1.7747,19.2871,190.2466,-23.7427
60,0.4897,-0.3448,1.6406,65.0635,263.3057,-8.728
70,0.4208,-0.1324,1.04,79.5288,287.7808,-8.1177
80,0.424,-0.1344,0.8005,50.354,293.6401,-17.334
90,0.4779,-0.3065,0.5447,21.6675,280.8228,-20.0806
100,0.5096,-0.3669,0.5052,-17.7612,251.5259,-17.0898
110,0.5765,-0.4637,0.524,-28.9917,240.4785,-16.6626
120,0.6084,-0.5531,0.5791,-36.0718,227.539,-15.8081
130,0.6406,-0.5497,0.6172,-26.7334,228.2715,-9.4604
140,0.6364,-0.474,0.5209,-16.7236,239.0747,-1.9531
150,0.6606,-0.5609,0.1864,-23.4375,240.8447,-5.6763
160,0.7032,-0.7302,0.1586,-50.5371,220.7031,0.4883
170,0.7494,-0.7404,0.3872,-49.4385,213.623,18.6157
180,0.7311,-0.552,0.3878,-31.0059,230.3467,47.1191
190,0.6848,-0.3685,0.028,-30.0293,240.9057,43.7622
200,0.6855,-0.3914,-0.1847,-27.0996,233.7036,27.4658
210,0.6982,-0.5061,-0.3756,-26.5503,218.0786,22.7051
220,0.7166,-0.705,-0.1941,-22.583,187.3779,25.6348
230,0.7083,-0.6335,-0.1322,-13.916,182.1289,39.5508
240,0.6663,-0.347,-0.2726,-10.5591,188.2324,63.5376
250,0.6447,-0.285,-0.3652,-12.207,188.9648,62.6221
260,0.6139,-0.2017,-0.4938,5.6152,182.6172,53.2837
270,0.6053,-0.1594,-0.5188,2.3193,172.4853,48.8281
280,0.6136,-0.0771,-0.571,-3.9673,167.2363,48.645
290,0.6245,0.0161,-0.6221,-11.7798,152.6489,49.7436
300,0.6345,0.2052,-0.7327,-20.3247,141.8457,43.8843
310,0.6383,0.2128,-0.7267,-33.0811,115.4785,16.2354
320,0.6331,0.0992,-0.5925,-33.6914,107.1777,2.1362
330,0.6248,0.0266,-0.5566,-32.7148,107.7881,-12.8784
340,0.594,-0.0299,-0.5637,-32.8369,111.084,-12.8784
350,0.5703,-0.0114,-0.5948,-43.7012,115.5395,-11.1084
